R0000100,T0897400,T0897500,T2053900,T2054000,T3024800,T3024900,T3955100,T3955200,T4892800,T4892900
563,5,7,5,7,-5,-5,-5,-5,5,7
564,5,6,5,6,5,6,5,6,5,6
565,5,7,5,7,5,8,5,7,5,7
566,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
567,5,7,5,7,5,7,5,7,5,7
568,5,5,5,5,5,5,5,5,5,5
569,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
570,5,7,5,7,5,7,5,7,5,7
571,6,3,6,3,6,3,6,3,6,3
572,4,11,4,10,-5,-5,-5,-5,-5,-5
573,6,0,6,0,6,0,6,0,6,0
574,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
575,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
576,5,6,5,6,5,7,5,7,5,7
577,5,4,5,4,5,4,-5,-5,-5,-5
578,6,1,6,1,6,1,-5,-5,-5,-5
579,5,8,5,7,5,8,5,8,5,8
580,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
581,6,2,6,2,-5,-5,-5,-5,-5,-5
582,-5,-5,-5,-5,-5,-5,5,0,5,0
583,6,1,6,0,5,11,5,11,5,10
584,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
585,5,1,5,1,5,1,5,1,5,1
586,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
587,6,1,6,1,-5,-5,-5,-5,-5,-5
588,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
589,5,1,5,3,5,1,-5,-5,5,5
590,5,6,5,6,5,6,5,6,5,6
591,5,2,5,3,5,3,5,3,5,3
592,-5,-5,-5,-5,-5,-5,6,2,-5,-5
593,5,5,-5,-5,5,4,5,3,5,3
594,6,1,6,1,6,1,6,1,6,1
595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
596,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
597,5,9,5,9,5,9,5,9,5,9
598,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
599,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
600,-5,-5,5,7,5,7,-5,-5,-5,-5
601,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
603,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
604,5,5,5,5,5,5,5,4,5,5
605,-5,-5,6,0,6,1,6,0,-5,-5
606,6,2,6,2,6,2,6,2,6,2
607,-5,-5,6,0,6,0,-5,-5,-5,-5
608,5,3,5,3,5,3,5,3,5,3
609,5,4,5,4,5,4,5,4,5,4
610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
611,5,4,5,4,5,4,5,4,5,4
612,5,6,5,6,-5,-5,5,6,-5,-5
613,5,9,5,9,5,9,5,8,5,9
614,5,2,5,2,5,1,5,1,5,1
615,4,11,4,11,5,0,4,11,4,11
616,5,4,5,4,-5,-5,-5,-5,-5,-5
617,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
618,-5,-5,5,4,-5,-5,-5,-5,-5,-5
619,-5,-5,5,2,5,2,5,2,5,2
620,6,2,6,2,6,2,6,2,6,2
621,5,7,5,7,5,7,5,6,5,7
622,5,5,5,5,5,5,5,4,5,4
623,5,1,5,2,5,1,5,1,5,1
624,5,10,5,10,5,9,5,10,5,10
625,6,1,6,2,-5,-5,6,2,-5,-5
626,6,0,6,0,6,0,6,0,6,0
627,-4,-4,5,9,5,9,5,9,5,9
628,5,5,5,5,5,5,5,5,5,5
629,6,2,6,2,6,2,6,2,6,2
630,6,1,6,1,6,1,6,1,-5,-5
631,5,10,5,10,5,10,5,10,5,10
632,5,5,5,4,5,4,5,5,5,4
633,-5,-5,-5,-5,-1,-1,5,7,5,7
634,-5,-5,-5,-5,4,11,-1,-1,4,11
635,5,5,5,5,5,5,5,6,5,6
636,5,1,5,2,5,2,5,2,5,1
637,6,0,6,0,6,0,-5,-5,-5,-5
638,5,5,5,5,5,5,5,5,5,5
639,5,8,5,8,5,8,5,8,5,8
640,5,7,5,7,5,7,5,6,5,6
641,5,9,5,7,5,7,5,8,5,8
642,5,4,5,3,5,4,5,3,5,4
643,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
644,-5,-5,6,0,-5,-5,6,0,6,0
645,6,2,6,2,6,2,6,2,6,2
646,5,1,5,1,5,1,5,1,5,1
647,5,10,5,10,5,10,5,10,5,10
648,-5,-5,5,2,5,2,5,2,5,4
649,5,10,5,10,5,10,5,10,5,10
650,5,7,5,8,5,8,5,8,5,8
651,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
652,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
653,5,8,5,8,5,8,5,8,5,8
654,5,8,5,9,5,8,5,8,5,9
655,5,2,5,3,5,3,5,3,5,3
656,5,1,5,1,5,1,5,1,5,1
657,5,3,5,3,5,3,5,3,5,4
658,6,1,6,1,6,0,6,1,-5,-5
659,6,2,6,2,6,2,6,2,6,2
660,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
661,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
662,5,9,5,9,5,9,5,8,5,8
663,5,11,5,11,-5,-5,-5,-5,-5,-5
664,5,9,5,9,5,9,5,9,5,9
665,5,4,5,4,5,4,5,1,5,4
666,5,3,5,3,5,3,5,3,5,3
667,5,9,5,9,5,9,5,9,5,9
668,4,11,4,11,4,11,4,11,4,11
669,5,10,-5,-5,5,10,5,10,-5,-5
670,5,6,5,6,5,6,5,6,5,7
671,5,8,5,8,5,8,5,8,5,8
672,5,8,5,8,5,8,5,8,-5,-5
673,6,2,6,2,6,2,6,2,6,2
674,5,9,5,9,5,10,5,9,5,9
675,6,1,-5,-5,6,0,7,0,6,0
676,-5,-5,-5,-5,5,11,6,0,-5,-5
677,5,5,5,5,5,4,5,5,5,4
678,-5,-5,-5,-5,-5,-5,6,0,6,1
679,5,8,5,8,5,8,5,8,5,8
680,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
681,5,11,5,12,5,11,5,11,5,11
682,5,8,5,7,5,7,-5,-5,5,6
683,5,4,5,4,5,4,5,4,5,4
684,6,0,6,0,6,0,6,0,6,0
685,5,9,5,9,5,9,5,9,5,9
686,6,0,6,0,6,0,6,0,6,0
687,5,9,5,9,5,9,5,8,-5,-5
688,5,3,5,-4,5,2,5,2,5,3
689,-5,-5,5,5,5,5,-5,-5,-5,-5
690,5,10,5,10,5,10,5,10,5,10
691,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
692,5,6,5,5,5,6,5,4,5,5
693,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
694,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
695,5,10,5,10,-5,-5,-5,-5,-5,-5
696,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
697,5,10,5,10,5,10,5,10,5,10
698,5,9,5,9,5,8,5,8,5,7
699,5,6,5,6,5,6,5,6,5,6
700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
701,5,8,5,8,5,8,5,8,-5,-5
702,5,9,5,9,5,7,5,9,5,8
703,5,10,5,10,5,10,5,8,5,8
704,6,0,6,0,6,0,6,0,6,0
705,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
706,5,2,5,3,5,2,5,2,5,2
707,6,2,6,2,-5,-5,6,2,-5,-5
708,5,3,4,3,5,3,5,3,5,3
709,5,9,5,9,5,9,5,9,5,9
710,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
711,6,1,6,1,6,1,6,1,6,1
712,5,3,5,3,5,3,5,3,5,3
713,5,1,-5,-5,-5,-5,-5,-5,-5,-5
714,5,7,5,7,5,7,5,7,5,7
715,6,0,5,9,5,8,6,0,5,9
716,5,11,5,10,5,10,5,10,5,11
717,6,2,6,4,6,2,6,3,6,3
718,-5,-5,5,8,-5,-5,-5,-5,5,8
719,5,8,5,8,5,8,5,8,5,8
720,5,1,5,1,5,1,5,1,5,1
721,5,2,5,2,5,2,5,2,5,2
722,6,0,6,0,6,0,-5,-5,-5,-5
723,5,2,5,2,5,2,5,3,5,2
724,5,-4,5,6,5,7,5,6,5,6
725,5,9,5,9,5,9,5,9,5,9
726,5,4,5,4,-5,-5,-5,-5,-5,-5
727,6,0,-5,-5,-5,-5,-5,-5,-5,-5
728,5,11,6,0,6,0,6,0,-5,-5
729,5,8,5,9,5,9,5,8,5,8
730,6,0,6,0,6,0,6,0,6,0
731,5,11,5,11,5,11,5,10,5,11
732,5,6,5,6,5,8,5,8,5,8
733,5,7,5,7,5,7,5,7,5,7
734,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
735,6,1,6,1,6,1,6,1,-5,-5
736,5,3,5,3,5,3,5,3,5,3
737,5,10,5,10,5,10,5,10,5,10
738,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
739,5,6,5,5,5,5,5,5,-5,-5
740,5,5,5,5,5,5,5,5,5,5
741,5,10,-5,-5,-5,-5,-5,-5,-5,-5
742,6,1,6,1,6,1,6,1,6,1
743,5,8,5,8,5,8,5,8,5,8
744,5,7,5,6,5,8,5,7,5,7
745,5,0,5,0,5,0,5,0,5,0
746,5,4,5,4,5,4,5,4,5,4
747,6,0,6,1,6,0,6,1,6,0
748,5,9,5,9,5,9,5,9,5,9
749,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
751,5,9,5,9,5,9,5,9,5,9
752,5,7,5,7,5,7,5,7,5,7
753,5,11,5,11,5,11,5,11,5,11
754,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
755,5,4,5,4,5,4,5,4,5,4
756,5,3,5,3,5,3,5,3,5,3
757,5,10,5,9,5,9,5,10,5,9
758,5,6,5,6,5,6,5,6,5,6
759,5,-4,6,0,6,0,5,9,5,7
760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
761,5,5,5,5,5,5,5,5,5,5
762,5,5,5,6,5,6,5,5,5,5
763,5,10,5,10,5,10,5,10,5,10
764,5,0,5,0,5,3,5,0,5,0
765,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
766,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
767,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
768,5,2,5,2,5,2,5,2,5,2
769,5,10,5,10,5,10,5,10,5,11
770,-5,-5,5,2,5,2,5,2,5,2
771,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
772,6,1,6,1,6,1,6,0,5,11
773,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
774,5,7,5,-4,5,6,-5,-5,5,6
775,5,2,5,2,5,2,5,2,5,2
776,5,9,5,9,5,9,5,9,5,9
777,6,2,6,2,6,2,6,2,6,2
778,6,1,6,1,6,0,6,0,6,0
779,5,11,5,10,5,9,5,10,-5,-5
780,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
782,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
783,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
784,5,9,5,9,5,10,5,9,-5,-5
785,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
788,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
789,5,3,5,2,5,2,5,2,5,2
790,5,3,5,2,5,0,-5,-5,-5,-5
791,-5,-5,-5,-5,5,7,5,7,5,8
792,5,3,5,2,5,3,5,3,5,3
793,5,11,6,1,6,1,6,1,6,1
794,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
795,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
796,5,8,5,8,5,8,5,8,5,8
797,6,0,6,0,6,0,6,0,6,0
798,5,4,5,4,5,4,5,4,5,4
799,6,2,6,2,6,2,6,2,6,2
800,5,10,5,10,5,10,5,10,5,10
801,5,7,5,7,5,7,5,5,5,5
802,6,1,6,0,6,2,6,0,6,0
803,5,8,5,9,5,9,5,8,5,8
804,5,10,5,10,5,10,5,9,5,9
805,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
806,5,11,6,0,-5,-5,-5,-5,-5,-5
807,6,2,6,2,6,2,6,2,6,2
808,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
809,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
810,5,1,5,1,5,1,5,1,5,1
811,5,3,5,3,5,3,5,3,5,2
812,5,6,5,6,5,6,5,6,5,6
813,6,0,5,11,5,11,5,11,5,11
814,5,4,5,4,-5,-5,5,4,-5,-5
815,5,9,5,9,-5,-5,-5,-5,-5,-5
816,5,5,5,5,5,5,-5,-5,5,5
817,6,6,6,6,6,6,6,6,6,6
818,5,5,5,5,5,4,5,5,5,6
819,-5,-5,-5,-5,5,3,-5,-5,-5,-5
820,5,2,5,3,5,2,5,2,5,4
821,5,5,5,5,5,5,5,5,5,5
822,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
823,-5,-5,5,9,5,9,-5,-5,5,9
824,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
825,5,10,5,10,5,10,5,10,5,10
826,5,11,5,11,5,9,-5,-5,-5,-5
827,5,10,5,9,5,10,5,10,5,9
828,5,8,5,8,5,8,5,8,5,8
829,5,4,5,5,5,4,5,5,5,5
830,5,1,5,1,5,2,5,1,-5,-5
831,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
832,5,11,6,0,6,0,6,0,5,11
833,5,10,5,10,5,10,5,10,5,10
834,5,2,5,2,5,2,5,2,5,2
835,5,6,5,6,5,7,5,6,5,6
836,5,0,5,0,5,0,5,0,5,0
837,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
838,5,7,5,7,5,10,5,9,-5,-5
839,5,4,5,4,5,4,5,4,5,4
840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
841,5,4,5,4,5,4,5,4,5,4
842,5,5,5,5,5,5,-1,-1,5,7
843,5,0,5,0,5,0,5,0,5,1
844,5,9,5,9,5,9,5,8,5,9
845,5,6,5,8,5,7,5,8,-5,-5
846,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
847,5,8,5,8,5,8,5,8,5,7
848,5,6,5,6,5,7,5,6,5,6
849,5,2,5,2,5,2,5,2,5,2
850,5,8,5,8,5,8,5,8,5,8
851,6,0,6,0,6,0,6,0,6,0
852,5,4,5,4,5,2,5,3,5,2
853,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
854,5,3,5,2,5,2,5,2,5,2
855,5,4,5,4,5,1,5,4,5,4
856,5,7,5,7,5,7,5,7,5,7
857,-5,-5,5,3,5,4,5,3,5,4
858,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
859,6,0,5,9,5,9,6,0,5,8
860,5,7,5,7,5,7,5,7,5,7
861,5,2,5,2,5,2,5,2,5,2
862,5,2,5,2,5,2,5,1,5,1
863,6,0,6,0,6,0,5,10,5,10
864,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
865,6,0,5,11,-5,-5,-5,-5,5,11
866,5,2,-5,-5,5,2,5,2,-5,-5
867,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
868,6,0,5,11,6,0,5,11,5,11
869,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
870,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
871,5,11,5,11,5,11,5,11,5,11
872,5,11,5,11,5,11,5,11,5,11
873,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
874,5,8,5,8,5,8,5,8,5,8
875,5,-4,5,7,-5,-5,-5,-5,-5,-5
876,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
877,5,10,5,10,5,10,5,10,5,11
878,5,6,-5,-5,-5,-5,-5,-5,-5,-5
879,5,5,5,5,5,5,5,5,5,4
880,5,4,5,4,5,4,5,4,5,4
881,5,10,5,11,5,10,5,10,5,10
882,6,-4,6,0,6,0,6,0,6,0
883,5,4,5,4,5,4,5,4,5,4
884,5,7,5,7,5,7,5,7,5,7
885,5,10,5,10,5,10,5,10,5,10
886,5,6,5,7,5,7,5,6,5,6
887,5,4,5,3,5,4,5,3,5,4
888,6,1,6,1,6,1,6,0,6,0
889,5,9,5,8,5,9,5,9,5,9
890,6,1,6,1,6,1,6,1,6,1
891,6,0,5,11,5,11,5,11,5,11
892,5,3,5,4,5,3,5,2,5,3
893,5,3,5,3,5,3,5,3,5,3
894,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
895,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
896,-4,4,5,4,5,4,5,4,5,4
897,5,4,5,-4,5,4,5,3,5,3
898,5,6,5,6,5,6,5,5,5,4
899,5,10,5,10,5,10,5,10,5,10
900,5,7,5,7,5,7,5,7,5,7
901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
902,6,2,6,2,6,1,6,2,6,1
903,5,11,5,11,5,11,5,11,5,11
904,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
905,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
906,5,7,5,7,5,7,5,7,5,7
907,5,11,5,10,5,10,5,11,5,11
908,6,0,6,0,6,0,6,0,6,0
909,5,3,5,3,5,3,5,3,5,3
910,5,10,5,10,5,10,5,10,5,10
911,5,8,5,8,-5,-5,-5,-5,5,8
912,5,5,5,4,5,4,5,4,5,5
913,6,3,6,3,6,2,6,3,6,3
914,5,9,5,9,5,9,5,9,5,9
915,5,7,5,7,5,7,5,7,5,7
916,5,10,5,10,5,10,5,10,5,10
917,6,2,6,2,6,2,6,2,6,2
918,5,4,5,4,5,5,5,4,5,5
919,5,10,5,7,5,6,5,7,5,6
920,5,9,5,8,5,9,5,9,5,9
921,5,10,5,10,5,11,5,10,5,10
922,6,4,6,5,6,5,6,4,-5,-5
923,5,6,5,6,5,5,5,6,5,5
924,6,0,6,0,6,0,6,0,6,0
925,5,10,5,11,5,11,5,11,5,10
926,5,1,5,2,5,1,5,1,5,1
927,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
928,5,5,5,5,5,4,5,4,5,4
929,6,1,6,1,6,1,6,1,6,1
930,-5,-5,-5,-5,5,2,5,2,-5,-5
931,-5,-5,-5,-5,6,6,6,6,6,6
932,5,4,5,4,5,4,5,4,5,4
933,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
934,5,8,5,8,5,8,5,8,5,8
935,5,4,5,4,5,4,5,4,5,4
936,5,3,5,3,5,2,5,3,5,3
937,5,5,5,5,5,5,5,5,5,5
938,5,7,5,7,5,7,5,7,5,7
939,5,6,5,6,5,6,5,5,5,5
940,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
941,6,2,6,2,6,2,6,2,6,2
942,5,9,5,9,5,9,5,9,5,8
943,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
944,5,8,5,8,5,8,5,8,5,8
945,5,10,5,10,5,10,5,10,5,10
946,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
947,5,10,5,10,5,11,5,9,5,9
948,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
949,5,3,5,3,5,3,5,3,5,3
950,5,3,5,3,5,3,5,3,5,3
951,5,10,5,10,5,10,5,9,5,10
952,5,4,5,4,5,4,5,4,-5,-5
953,5,2,5,2,5,2,5,2,-5,-5
954,5,9,5,9,5,8,5,9,5,9
955,6,1,6,1,6,1,6,1,6,1
956,6,0,6,0,6,1,6,1,6,0
957,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
958,6,2,6,2,6,2,6,2,6,2
959,6,3,6,3,6,3,6,3,6,3
960,6,0,6,0,6,0,6,0,6,0
961,5,11,5,11,5,11,5,11,5,11
962,5,2,5,2,5,2,5,2,5,2
963,5,6,5,6,5,6,5,6,5,6
964,5,4,5,5,5,4,5,4,-5,-5
965,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
966,5,4,5,4,-5,-5,-5,-5,-5,-5
967,5,0,5,0,5,0,5,0,-5,-5
968,5,10,5,11,5,11,5,10,5,11
969,5,5,5,4,5,5,5,5,5,5
970,5,11,5,11,5,11,5,10,5,10
971,5,9,5,9,5,9,5,9,5,9
972,5,6,5,4,5,6,5,6,5,5
973,5,10,5,10,5,10,5,10,-5,-5
974,5,9,5,9,5,9,5,9,5,9
975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
976,5,10,5,10,5,10,5,10,5,10
977,6,3,6,3,6,4,6,3,6,5
978,5,1,5,2,5,1,5,1,5,2
979,5,3,5,1,5,1,5,1,5,1
980,6,2,6,1,6,2,6,2,6,1
981,5,7,5,6,5,5,5,6,5,6
982,5,8,5,8,5,8,5,8,5,8
983,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
984,5,10,-5,-5,5,9,5,9,5,9
985,6,0,6,0,5,-4,5,11,5,11
986,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
987,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
988,5,0,5,1,5,2,5,0,-5,-5
989,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
990,6,2,6,2,6,2,6,2,6,2
991,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
992,5,3,5,3,5,3,5,3,5,3
993,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
994,-5,-5,-5,-5,6,3,6,3,-5,-5
995,5,6,5,6,5,6,5,6,5,6
996,6,0,5,11,5,11,-5,-5,-5,-5
997,5,10,5,10,5,10,5,10,5,10
998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
999,5,5,5,5,5,5,5,5,5,5
1000,6,0,5,11,6,0,5,11,5,11
1001,5,6,5,6,5,6,5,6,5,6
1002,5,7,5,7,5,7,5,8,5,7
1003,6,3,6,3,6,3,6,3,6,3
1004,5,4,5,4,5,4,5,4,5,4
1005,-5,-5,-5,-5,5,6,5,4,5,5
1006,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1007,6,1,6,1,6,1,6,1,6,1
1008,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1009,5,2,5,5,5,5,5,5,-5,-5
1010,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1011,5,11,5,11,5,11,5,11,5,11
1012,-5,-5,6,2,6,2,6,2,-5,-5
1013,5,11,5,11,5,11,5,11,5,10
1014,5,11,5,11,5,11,5,11,5,11
1015,5,6,5,6,5,6,5,6,5,6
1016,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1017,5,7,5,7,5,7,5,7,5,7
1018,5,11,-5,-5,-5,-5,-5,-5,-5,-5
1019,5,4,5,4,5,4,5,4,5,4
1020,5,7,5,7,5,7,5,8,5,7
1021,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1022,5,4,5,4,5,4,5,5,5,5
1023,5,11,5,11,-5,-5,5,10,5,11
1024,5,6,5,6,5,6,5,5,5,5
1025,5,2,5,2,5,4,-5,-5,-5,-5
1026,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1027,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1028,5,9,5,10,5,9,5,9,5,10
1029,5,4,5,4,5,4,5,4,5,4
1030,5,4,5,4,5,4,5,4,5,4
1031,5,3,5,2,5,3,5,2,5,2
1032,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1033,5,4,5,4,5,4,5,4,5,4
1034,5,7,5,7,5,7,5,7,5,7
1035,5,4,5,4,5,4,5,4,5,4
1036,5,3,5,3,-5,-5,-5,-5,-5,-5
1037,5,1,5,2,5,1,5,1,5,1
1038,5,0,4,11,5,0,5,0,5,0
1039,5,7,5,-4,5,7,5,6,5,6
1040,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1041,-5,-5,5,9,-5,-5,-5,-5,5,8
1042,5,9,5,9,5,9,5,9,-5,-5
1043,6,0,6,0,6,1,6,0,6,0
1044,5,5,5,5,5,5,5,5,5,3
1045,5,4,5,5,5,3,5,3,5,4
1046,5,11,5,11,5,11,5,11,5,11
1047,5,4,5,3,5,3,5,3,5,3
1048,5,3,5,3,5,3,5,3,5,3
1049,5,4,5,4,5,4,5,4,5,4
1050,5,11,5,10,5,10,5,10,5,10
1051,6,1,6,1,6,1,6,1,6,2
1052,6,1,6,2,-5,-5,-5,-5,-5,-5
1053,6,0,6,0,6,0,6,0,6,0
1054,5,10,5,10,5,8,5,10,5,10
1055,6,0,6,0,6,0,6,0,6,0
1056,5,3,5,3,5,3,5,3,5,2
1057,5,6,5,6,5,6,5,6,5,6
1058,6,0,6,0,6,0,6,0,6,0
1059,5,9,5,9,5,9,5,9,5,9
1060,6,1,6,1,-5,-5,6,1,6,0
1061,5,6,5,6,5,6,5,6,5,6
1062,5,10,5,10,5,10,-5,-5,-5,-5
1063,5,9,5,9,5,10,5,9,5,8
1064,5,11,5,10,5,11,-5,-5,-5,-5
1065,5,5,5,5,5,5,5,5,5,5
1066,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1067,5,10,5,10,5,9,5,10,5,9
1068,5,11,5,11,-5,-5,5,11,5,11
1069,4,9,-5,-5,-5,-5,-5,-5,-5,-5
1070,5,4,5,4,5,4,5,3,5,3
1071,5,3,5,3,5,3,5,3,5,3
1072,5,10,5,9,5,10,5,10,5,10
1073,5,1,5,1,4,11,5,1,5,2
1074,-5,-5,5,6,-5,-5,5,7,5,6
1075,-5,-5,5,8,-5,-5,-5,-5,5,8
1076,5,0,5,0,5,0,5,0,5,0
1077,-5,-5,5,3,5,3,5,3,5,3
1078,5,10,5,9,5,9,5,9,5,9
1079,5,5,5,5,5,5,5,5,5,5
1080,5,5,5,5,5,5,5,4,5,4
1081,5,10,5,10,5,10,5,11,5,10
1082,5,2,5,2,5,2,5,2,5,2
1083,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1084,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1085,5,11,5,11,5,11,5,11,5,11
1086,5,5,5,4,-5,-5,-5,-5,-5,-5
1087,5,3,5,3,5,3,5,3,5,3
1088,5,3,5,3,5,3,5,3,5,3
1089,5,7,5,7,5,7,5,7,5,7
1090,5,2,5,2,5,3,5,3,5,2
1091,5,11,5,11,-5,-5,-5,-5,-5,-5
1092,5,9,5,11,-5,-5,5,9,-5,-5
1093,5,4,-5,-5,-5,-5,-5,-5,-5,-5
1094,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1095,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1096,6,0,6,0,5,11,6,0,6,0
1097,5,10,5,10,5,10,5,9,5,9
1098,5,10,5,10,-5,-5,5,10,5,10
1099,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1100,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1101,5,8,5,8,-5,-5,5,7,5,7
1102,6,2,6,2,6,2,6,2,6,2
1103,-5,-5,-5,-5,5,5,-5,-5,-5,-5
1104,5,4,5,4,5,4,5,3,-5,-5
1105,5,8,5,8,5,8,5,8,5,8
1106,5,10,5,10,5,10,5,10,5,10
1107,5,11,5,11,5,11,5,11,5,11
1108,5,5,5,4,-5,-5,-5,-5,-5,-5
1109,6,3,6,2,6,2,6,2,6,2
1110,5,4,5,4,5,4,5,4,5,4
1111,5,2,5,2,5,2,5,3,5,2
1112,5,4,5,4,5,4,5,4,5,4
1113,-5,-5,5,5,5,5,5,5,5,5
1114,5,5,5,4,5,5,5,5,5,5
1115,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1116,5,7,5,7,5,7,5,7,5,7
1117,5,1,5,2,5,2,5,2,5,2
1118,5,3,5,1,5,1,5,1,5,2
1119,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
